text,label
"Hi Wei, congrats on finishing the certification! Let Sarah know if you'd like to add it to your internal profile.",0
"Hi John, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Subject: Lunch Plans This Week?
Hi John, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the Ops team",0
"Subject: Update Your Password to Avoid Suspension
Your cloud storage account is almost full. Upgrade now at http://paypal-account-verify.support/confirm and enter your login credentials to avoid losing access to your files permanently.",1
"Subject: Invoice #4521 for Your Records
Hi Priya, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Congratulations! You've Been Selected
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://secure-update-account.com/verify. Failure to comply may result in legal action.",1
"Subject: You Have Won a Prize! Claim Now
Your cloud storage account is almost full. Upgrade now at http://bank-security-check.net/login and enter your login credentials to avoid losing access to your files permanently.",1
"Subject: Final Notice: Your Package Could Not Be Delivered
We could not verify your recent transaction of $199. To avoid having your card suspended, please log in and confirm your identity at http://claim-your-prize-now.info/redeem within 24 hours.",1
"Subject: Welcome to the Team!
Hi Wei, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
IT Support: Your mailbox has exceeded its storage limit. Click http://appleid-locked-support.com/unlock and log in with your current password to increase your quota immediately or your emails will be deleted.,1
Your cloud storage account is almost full. Upgrade now at http://bit.ly/3xUrgentVerify and enter your login credentials to avoid losing access to your files permanently. Your account will be suspended.,1
"Subject: Your Order Has Shipped
Hi Priya, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Confirm Your Bank Details Immediately
Your cloud storage account is almost full. Upgrade now at http://paypal-account-verify.support/confirm and enter your login credentials to avoid losing access to your files permanently. Immediate action required.",1
"Subject: Urgent: Your Account Will Be Suspended
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://paypal-account-verify.support/confirm. Failure to comply may result in legal action.",1
"Subject: Your Flight Itinerary
Welcome aboard, John! We're excited to have you join the team. Your manager Michael will reach out shortly to set up your onboarding schedule.",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://bit.ly/3xUrgentVerify, or your account access will be restricted.",1
"We could not verify your recent transaction of $49. To avoid having your card suspended, please log in and confirm your identity at http://appleid-locked-support.com/unlock within 24 hours. Unusual activity detected.",1
"Subject: Weekly Progress Report
Hi Fatima, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Congratulations! You have been selected to receive a $250 gift card. To claim your prize, please confirm your personal details here: http://appleid-locked-support.com/unlock Act now.",1
"Subject: Lunch Plans This Week?
Hey Maria, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Hi Sam, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Hi David, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Sarah",0
"Hi Priya, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Subject: Congratulations! You've Been Selected
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://bank-security-check.net/login Act now.",1
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://192.168.44.21/login.php. Failure to comply may result in legal action. Immediate action required.,1
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://appleid-locked-support.com/unlock. Failure to act within 12 hours will result in account lock. Click here immediately.",1
"Subject: Action Required: Verify Your Identity Now
IT Support: Your mailbox has exceeded its storage limit. Click http://claim-your-prize-now.info/redeem and log in with your current password to increase your quota immediately or your emails will be deleted. Act now.",1
"Hi Alex, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the Ops team",0
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $99 at http://claim-your-prize-now.info/redeem to receive your item.,1
"Subject: Lunch Plans This Week?
Hey Maria, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Hi Chris, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"Subject: Security Alert: Unusual Sign-in Activity Detected
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://appleid-locked-support.com/unlock. Failure to comply may result in legal action. Confirm your details.",1
"Subject: Your Order Has Shipped
Hey David, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, the Ops team",0
"Hey Anika, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Lisa",0
IT Support: Your mailbox has exceeded its storage limit. Click http://paypal-account-verify.support/confirm and log in with your current password to increase your quota immediately or your emails will be deleted. Immediate action required.,1
"Subject: Security Alert: Unusual Sign-in Activity Detected
Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://bit.ly/3xUrgentVerify, or your account access will be restricted.",1
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $500 at http://secure-update-account.com/verify to receive your item. Verify your identity.,1
"Hi Sam, please find attached invoice #7819 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Dear user, our records show your subscription has expired. Renew now at http://192.168.44.21/login.php using your card details to avoid losing access to all your saved files. Your account will be suspended.",1
"Subject: Your Payment Failed - Update Billing Info
Your cloud storage account is almost full. Upgrade now at http://192.168.44.21/login.php and enter your login credentials to avoid losing access to your files permanently. Click here immediately.",1
"We could not verify your recent transaction of $250. To avoid having your card suspended, please log in and confirm your identity at http://paypal-account-verify.support/confirm within 24 hours.",1
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://appleid-locked-support.com/unlock. Failure to comply may result in legal action. Immediate action required.,1
"Subject: Team Meeting Rescheduled to 3 PM
Hi David, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://bank-security-check.net/login. Failure to act within 12 hours will result in account lock. Click here immediately.",1
"Hey Alex, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Subject: Lunch Plans This Week?
Hi Maria, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Michael",0
"Congratulations! You have won a $99 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://bank-security-check.net/login before the offer expires. Final warning.",1
"Hey Wei, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Support Team",0
Your recent payment of $500 could not be processed. Please update your billing information immediately by clicking here: http://bit.ly/3xUrgentVerify to avoid service interruption.,1
"Subject: Your Order Has Shipped
Hello John, your order #7291 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Subject: Congratulations! You've Been Selected
Congratulations! You have been selected to receive a $500 gift card. To claim your prize, please confirm your personal details here: http://192.168.44.21/login.php Limited time offer.",1
"Hi John, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://bank-security-check.net/login",1
"Subject: Your Payment Failed - Update Billing Info
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://appleid-locked-support.com/unlock. Failure to comply may result in legal action.",1
"Subject: Confirm Your Bank Details Immediately
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://bit.ly/3xUrgentVerify. Failure to comply may result in legal action. Immediate action required.",1
"Subject: Weekly Progress Report
Hi John, please find attached invoice #5945 for last month's services. Let us know if you have any questions about the charges. Best regards, the Ops team",0
"Subject: Reminder: Project Deadline Next Friday
Hi Sam, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Your Flight Itinerary
Hi Chris, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Team Meeting Rescheduled to 3 PM
Hey Maria, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Michael",0
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $49 at http://bit.ly/3xUrgentVerify to receive your item. Immediate action required.,1
"Hey Chris, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Subject: Notes from Yesterday's Call
Hey Anika, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Michael",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://claim-your-prize-now.info/redeem, or your account access will be restricted. Verify your identity.",1
"Hi Chris, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://claim-your-prize-now.info/redeem, or your account access will be restricted. Failure to respond will result in.",1
"Subject: Your Payment Failed - Update Billing Info
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://secure-update-account.com/verify",1
"Welcome aboard, Chris! We're excited to have you join the team. Your manager Support Team will reach out shortly to set up your onboarding schedule.",0
"Hi Fatima, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Subject: Notes from Yesterday's Call
Hi David, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://192.168.44.21/login.php, or your account access will be restricted.",1
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://amaz0n-delivery-issue.com/track Limited time offer.",1
"Subject: You Have Won a Prize! Claim Now
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $99 at http://bit.ly/3xUrgentVerify to receive your item.",1
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $1000 at http://bank-security-check.net/login to receive your item. Failure to respond will result in.,1
"Subject: Congratulations! You've Been Selected
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://appleid-locked-support.com/unlock Your account will be suspended.",1
"Subject: Reminder: Project Deadline Next Friday
Hi John, please find attached invoice #3595 for last month's services. Let us know if you have any questions about the charges. Best regards, Lisa",0
"We could not verify your recent transaction of $99. To avoid having your card suspended, please log in and confirm your identity at http://bank-security-check.net/login within 24 hours.",1
"Subject: Confirm Your Bank Details Immediately
Congratulations! You have been selected to receive a $1000 gift card. To claim your prize, please confirm your personal details here: http://claim-your-prize-now.info/redeem",1
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://192.168.44.21/login.php Immediate action required.",1
"Hi John, congrats on finishing the certification! Let Sarah know if you'd like to add it to your internal profile.",0
"Hi Chris, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Lisa",0
"Hi Priya, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Hi David, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Hi John, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Michael",0
"Subject: Your Account Has Been Locked
Dear user, our records show your subscription has expired. Renew now at http://192.168.44.21/login.php using your card details to avoid losing access to all your saved files. Failure to respond will result in.",1
"Hi Fatima, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
Your cloud storage account is almost full. Upgrade now at http://bank-security-check.net/login and enter your login credentials to avoid losing access to your files permanently. Limited time offer.,1
"Hey Priya, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Hi David, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://paypal-account-verify.support/confirm. Failure to act within 12 hours will result in account lock. Your account will be suspended.",1
"Hey John, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Support Team",0
"Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://paypal-account-verify.support/confirm",1
"Subject: Welcome to the Team!
Hi Chris, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Confirm Your Bank Details Immediately
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://appleid-locked-support.com/unlock. Failure to comply may result in legal action. Immediate action required.",1
"Subject: Weekly Progress Report
Hi Sam, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Welcome aboard, Priya! We're excited to have you join the team. Your manager Lisa will reach out shortly to set up your onboarding schedule.",0
"Hey Fatima, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Support Team",0
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $500 at http://secure-update-account.com/verify to receive your item. Unusual activity detected.,1
"Welcome aboard, David! We're excited to have you join the team. Your manager the HR team will reach out shortly to set up your onboarding schedule.",0
IT Support: Your mailbox has exceeded its storage limit. Click http://secure-update-account.com/verify and log in with your current password to increase your quota immediately or your emails will be deleted.,1
"Congratulations! You have won a $250 cash prize in our monthly giveaway. To claim your reward, simply confirm your details at http://secure-update-account.com/verify before the offer expires.",1
"Subject: Your Order Has Shipped
Hey Fatima, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Michael",0
"Hi Priya, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Hi Priya, congrats on finishing the certification! Let the Ops team know if you'd like to add it to your internal profile.",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://appleid-locked-support.com/unlock, or your account access will be restricted. Limited time offer.",1
Your recent payment of $49 could not be processed. Please update your billing information immediately by clicking here: http://bank-security-check.net/login to avoid service interruption. Final warning.,1
"Subject: Urgent: Your Account Will Be Suspended
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://appleid-locked-support.com/unlock. Failure to act within 12 hours will result in account lock. Click here immediately.",1
"Subject: Security Alert: Unusual Sign-in Activity Detected
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://bit.ly/3xUrgentVerify. Failure to comply may result in legal action. Your account will be suspended.",1
"Hey Wei, want to grab lunch on Thursday? There's a new place near the office I've been wanting to try. Let me know!",0
"Subject: Team Meeting Rescheduled to 3 PM
Hi Sam, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Hi Anika, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Hey John, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, the HR team",0
"Hi Alex, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the HR team",0
"Hi Priya, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Congratulations! You have been selected to receive a $99 gift card. To claim your prize, please confirm your personal details here: http://amaz0n-delivery-issue.com/track Immediate action required.",1
"Subject: Weekly Progress Report
Hi John, please find attached invoice #5225 for last month's services. Let us know if you have any questions about the charges. Best regards, Lisa",0
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://192.168.44.21/login.php, or your account access will be restricted.",1
"Hi David, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Hi John, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Subject: Congratulations! You've Been Selected
Your recent payment of $49 could not be processed. Please update your billing information immediately by clicking here: http://192.168.44.21/login.php to avoid service interruption.",1
"Hi Wei, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Subject: Welcome to the Team!
Hi Anika, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://bank-security-check.net/login. Failure to comply may result in legal action.,1
"Dear user, our records show your subscription has expired. Renew now at http://appleid-locked-support.com/unlock using your card details to avoid losing access to all your saved files.",1
"Hello Sam, your order #4937 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Hi John, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Hi Priya, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Lunch Plans This Week?
Hi David, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Your Account Has Been Locked
Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://appleid-locked-support.com/unlock, or your account access will be restricted. Your account will be suspended.",1
IT Support: Your mailbox has exceeded its storage limit. Click http://amaz0n-delivery-issue.com/track and log in with your current password to increase your quota immediately or your emails will be deleted.,1
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $49 at http://claim-your-prize-now.info/redeem to receive your item. Limited time offer.,1
"Hi Wei, please find attached invoice #2025 for last month's services. Let us know if you have any questions about the charges. Best regards, the Ops team",0
"Subject: Notes from Yesterday's Call
Hey Anika, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Lisa",0
"Subject: Team Meeting Rescheduled to 3 PM
Hi Priya, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Sarah",0
"Congratulations! You have been selected to receive a $500 gift card. To claim your prize, please confirm your personal details here: http://claim-your-prize-now.info/redeem Limited time offer.",1
"Subject: Urgent: Your Account Will Be Suspended
We could not verify your recent transaction of $1000. To avoid having your card suspended, please log in and confirm your identity at http://claim-your-prize-now.info/redeem within 24 hours. Limited time offer.",1
"Subject: Congratulations! You've Been Selected
IT Support: Your mailbox has exceeded its storage limit. Click http://secure-update-account.com/verify and log in with your current password to increase your quota immediately or your emails will be deleted. Immediate action required.",1
"Hi Fatima, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Hi Chris, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"Subject: You Have Won a Prize! Claim Now
IT Support: Your mailbox has exceeded its storage limit. Click http://amaz0n-delivery-issue.com/track and log in with your current password to increase your quota immediately or your emails will be deleted. Failure to respond will result in.",1
"Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://bit.ly/3xUrgentVerify, or your account access will be restricted.",1
"Hi Maria, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Sarah",0
"Subject: Security Alert: Unusual Sign-in Activity Detected
Your cloud storage account is almost full. Upgrade now at http://192.168.44.21/login.php and enter your login credentials to avoid losing access to your files permanently. Failure to respond will result in.",1
"Hi John, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Lisa",0
"Hi Chris, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Hey Maria, quick reminder that the project deliverables are due next Friday. Let me know if you need any help wrapping things up. Cheers, Sarah",0
"Subject: Welcome to the Team!
Welcome aboard, John! We're excited to have you join the team. Your manager Michael will reach out shortly to set up your onboarding schedule.",0
"Subject: Monthly Newsletter - July Edition
Hi Anika, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Confirm Your Bank Details Immediately
Your recent payment of $250 could not be processed. Please update your billing information immediately by clicking here: http://appleid-locked-support.com/unlock to avoid service interruption. Immediate action required.",1
"Hi Alex, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
Your cloud storage account is almost full. Upgrade now at http://amaz0n-delivery-issue.com/track and enter your login credentials to avoid losing access to your files permanently.,1
"Hi Maria, attached is the monthly newsletter with updates from the team, upcoming events, and a few articles we thought you'd enjoy. Have a great read!",0
"Subject: Update Your Password to Avoid Suspension
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $99 at http://bit.ly/3xUrgentVerify to receive your item.",1
"Subject: Security Alert: Unusual Sign-in Activity Detected
IT Support: Your mailbox has exceeded its storage limit. Click http://bank-security-check.net/login and log in with your current password to increase your quota immediately or your emails will be deleted. Your account will be suspended.",1
"Welcome aboard, Wei! We're excited to have you join the team. Your manager the Ops team will reach out shortly to set up your onboarding schedule.",0
"Subject: Lunch Plans This Week?
Hi David, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the Ops team",0
"Hi Anika, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"Hello Alex, your order #3248 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Subject: Weekly Progress Report
Hi Anika, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Subject: Final Notice: Your Package Could Not Be Delivered
We could not verify your recent transaction of $99. To avoid having your card suspended, please log in and confirm your identity at http://amaz0n-delivery-issue.com/track within 24 hours.",1
"Subject: Your Account Has Been Locked
Congratulations! You have been selected to receive a $1000 gift card. To claim your prize, please confirm your personal details here: http://secure-update-account.com/verify",1
"Subject: Your Flight Itinerary
Hi David, just confirming our call is still on for tomorrow at 10 AM. I'll send over the agenda beforehand so we can make the most of the time.",0
"Hi Fatima, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Subject: Your Account Has Been Locked
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $500 at http://paypal-account-verify.support/confirm to receive your item.",1
"Subject: Security Alert: Unusual Sign-in Activity Detected
This is your final notice. Your account will be closed permanently unless you verify your information within 24 hours: http://claim-your-prize-now.info/redeem. Failure to comply may result in legal action.",1
"Hi David, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Support Team",0
"We could not verify your recent transaction of $99. To avoid having your card suspended, please log in and confirm your identity at http://secure-update-account.com/verify within 24 hours. Unusual activity detected.",1
"We could not verify your recent transaction of $99. To avoid having your card suspended, please log in and confirm your identity at http://claim-your-prize-now.info/redeem within 24 hours.",1
"Hi Sam, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the Ops team",0
"Subject: Security Alert: Unusual Sign-in Activity Detected
We noticed a login attempt from a new device. If this wasn't you, secure your account now by verifying your password at http://claim-your-prize-now.info/redeem. Failure to act within 12 hours will result in account lock. Unusual activity detected.",1
"Hi Fatima, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Support Team",0
"Subject: Your Flight Itinerary
Welcome aboard, Maria! We're excited to have you join the team. Your manager Michael will reach out shortly to set up your onboarding schedule.",0
"Subject: Your Payment Failed - Update Billing Info
Your recent payment of $500 could not be processed. Please update your billing information immediately by clicking here: http://paypal-account-verify.support/confirm to avoid service interruption.",1
"Subject: Action Required: Verify Your Identity Now
IT Support: Your mailbox has exceeded its storage limit. Click http://bank-security-check.net/login and log in with your current password to increase your quota immediately or your emails will be deleted.",1
"Hi Wei, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the Ops team",0
"We could not verify your recent transaction of $199. To avoid having your card suspended, please log in and confirm your identity at http://claim-your-prize-now.info/redeem within 24 hours. Final warning.",1
"Subject: Invoice #4521 for Your Records
Hi Anika, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, Support Team",0
"Subject: Your Flight Itinerary
Hello Wei, your order #2406 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Hi Wei, please find attached invoice #5695 for last month's services. Let us know if you have any questions about the charges. Best regards, the HR team",0
"Subject: Lunch Plans This Week?
Hello David, your order #2189 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
Your cloud storage account is almost full. Upgrade now at http://paypal-account-verify.support/confirm and enter your login credentials to avoid losing access to your files permanently. Your account will be suspended.,1
"Hi Chris, thanks for your patience while we looked into this. The issue has been resolved and everything should be working normally now. Reach out if you notice anything else.",0
"Subject: Team Meeting Rescheduled to 3 PM
Hi John, attached is your flight itinerary for the trip on the 15th. Departure is at 9:40 AM. Let me know if you need the hotel confirmation as well.",0
"Subject: Team Meeting Rescheduled to 3 PM
Hi Priya, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Hi David, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Welcome aboard, Wei! We're excited to have you join the team. Your manager Michael will reach out shortly to set up your onboarding schedule.",0
Your cloud storage account is almost full. Upgrade now at http://appleid-locked-support.com/unlock and enter your login credentials to avoid losing access to your files permanently. Click here immediately.,1
"Hi Wei, thanks for jumping on the call yesterday. I've summarized the key decisions in the shared doc. Let me know if I missed anything.",0
"Subject: Monthly Newsletter - July Edition
Hi David, sharing the slides from today's presentation in case you want to review them again. Happy to answer any questions before the next session.",0
"Subject: Lunch Plans This Week?
Hi David, please find attached invoice #9129 for last month's services. Let us know if you have any questions about the charges. Best regards, Sarah",0
"Subject: You Have Won a Prize! Claim Now
Dear user, our records show your subscription has expired. Renew now at http://appleid-locked-support.com/unlock using your card details to avoid losing access to all your saved files. Click here immediately.",1
"Hello John, your order #5984 has shipped and should arrive within 3-5 business days. You can track it from your account dashboard. Thanks for shopping with us!",0
"Subject: Monthly Newsletter - July Edition
Hi Alex, please find attached invoice #9267 for last month's services. Let us know if you have any questions about the charges. Best regards, Lisa",0
"Subject: Security Alert: Unusual Sign-in Activity Detected
IT Support: Your mailbox has exceeded its storage limit. Click http://amaz0n-delivery-issue.com/track and log in with your current password to increase your quota immediately or your emails will be deleted.",1
"Subject: Team Meeting Rescheduled to 3 PM
Hi Maria, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"Subject: Welcome to the Team!
Hi John, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
"We could not verify your recent transaction of $250. To avoid having your card suspended, please log in and confirm your identity at http://bank-security-check.net/login within 24 hours. Final warning.",1
"Hi Priya, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Let me know if that doesn't work for you. Thanks, the HR team",0
Your package could not be delivered due to an incomplete address. Please confirm your shipping details and pay a small redelivery fee of $99 at http://secure-update-account.com/verify to receive your item. Click here immediately.,1
"Subject: Your Account Has Been Locked
Your cloud storage account is almost full. Upgrade now at http://amaz0n-delivery-issue.com/track and enter your login credentials to avoid losing access to your files permanently. Final warning.",1
"Subject: Final Notice: Your Package Could Not Be Delivered
Dear Customer, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be permanently suspended. http://bank-security-check.net/login Immediate action required.",1
"Subject: Congratulations! You've Been Selected
Attention: unusual activity has been detected on your account from a new location. Please act now and confirm it was you at http://paypal-account-verify.support/confirm, or your account access will be restricted. Verify your identity.",1
"Subject: Your Order Has Shipped
Hi Priya, here's the weekly progress report. Overall things are on track, with two minor blockers noted in the doc. Let's discuss in standup tomorrow.",0
